Date,Close/Last,Volume,Open,High,Low
05/20/2022,3901.36,--,3927.76,3943.42,3810.32
05/19/2022,3900.79,--,3899,3945.96,3876.58
05/18/2022,3923.68,--,4051.98,4051.98,3911.91
05/17/2022,4088.85,--,4052,4090.72,4033.93
05/16/2022,4008.01,--,4013.02,4046.46,3983.99
05/13/2022,4023.89,--,3963.9,4038.88,3963.9
05/12/2022,3930.08,--,3903.95,3964.8,3858.87
05/11/2022,3935.18,--,3990.08,4049.09,3928.82
05/10/2022,4001.05,--,4035.18,4068.82,3958.17
05/09/2022,3991.24,--,4081.27,4081.27,3975.48
05/06/2022,4123.34,--,4128.17,4157.69,4067.91
05/05/2022,4146.87,--,4270.43,4270.43,4106.01
05/04/2022,4300.17,--,4181.18,4307.66,4148.91
05/03/2022,4175.48,--,4159.78,4200.1,4147.08
05/02/2022,4155.38,--,4130.61,4169.81,4062.51
04/29/2022,4131.93,--,4253.75,4269.68,4124.28
04/28/2022,4287.5,--,4222.58,4308.45,4188.63
04/27/2022,4183.96,--,4186.52,4240.71,4162.9
04/26/2022,4175.2,--,4278.14,4278.14,4175.04
04/25/2022,4296.12,--,4255.34,4299.02,4200.82
04/22/2022,4271.78,--,4385.83,4385.83,4267.62
04/21/2022,4393.66,--,4489.17,4512.94,4384.47
04/20/2022,4459.45,--,4472.26,4488.29,4448.76
04/19/2022,4462.21,--,4390.63,4471.03,4390.63
04/18/2022,4391.69,--,4385.63,4410.31,4370.3
04/14/2022,4392.59,--,4449.12,4460.46,4390.77
04/13/2022,4446.59,--,4394.3,4453.92,4392.7
04/12/2022,4397.45,--,4437.59,4471,4381.34
04/11/2022,4412.53,--,4462.64,4464.35,4408.38
04/08/2022,4488.28,--,4494.15,4520.41,4474.6
04/07/2022,4500.21,--,4474.65,4521.16,4450.3
04/06/2022,4481.15,--,4494.17,4503.94,4450.04
04/05/2022,4525.12,--,4572.45,4593.45,4514.17
04/04/2022,4582.64,--,4547.97,4583.5,4539.21
04/01/2022,4545.86,--,4540.32,4548.7,4507.57
03/31/2022,4530.41,--,4599.02,4603.07,4530.41
03/30/2022,4602.45,--,4624.2,4627.77,4581.32
03/29/2022,4631.6,--,4602.86,4637.3,4589.66
03/28/2022,4575.52,--,4541.09,4575.65,4517.69
03/25/2022,4543.06,--,4522.91,4546.03,4501.07
03/24/2022,4520.16,--,4469.98,4520.58,4465.17
03/23/2022,4456.24,--,4493.1,4501.07,4455.81
03/22/2022,4511.61,--,4469.1,4522,4469.1
03/21/2022,4461.18,--,4462.4,4481.75,4424.3
03/18/2022,4463.12,--,4407.34,4465.4,4390.57
03/17/2022,4411.67,--,4345.11,4412.67,4335.65
03/16/2022,4357.86,--,4288.14,4358.9,4251.99
03/15/2022,4262.45,--,4188.82,4271.05,4187.9
03/14/2022,4173.11,--,4202.75,4247.57,4161.72
03/11/2022,4204.31,--,4279.5,4291.01,4200.49
03/10/2022,4259.52,--,4252.55,4268.28,4209.8
03/09/2022,4277.88,--,4223.1,4299.4,4223.1
03/08/2022,4170.7,--,4202.66,4276.94,4157.87
03/07/2022,4201.09,--,4327.01,4327.01,4199.85
03/04/2022,4328.87,--,4342.12,4342.12,4284.98
03/03/2022,4363.49,--,4401.31,4416.78,4345.56
03/02/2022,4386.54,--,4322.56,4401.48,4322.56
03/01/2022,4306.26,--,4363.14,4378.45,4279.54
02/28/2022,4373.94,--,4354.17,4388.84,4315.12
02/25/2022,4384.65,--,4298.38,4385.34,4286.83
02/24/2022,4288.7,--,4155.77,4294.73,4114.65
02/23/2022,4225.5,--,4324.93,4341.51,4221.51
02/22/2022,4304.76,--,4332.74,4362.12,4267.11
02/18/2022,4348.87,--,4384.57,4394.6,4327.22
02/17/2022,4380.26,--,4456.06,4456.06,4373.81
02/16/2022,4475.01,--,4455.75,4489.55,4429.68
02/15/2022,4471.07,--,4429.28,4472.77,4429.28
02/14/2022,4401.67,--,4412.61,4426.22,4364.84
02/11/2022,4418.64,--,4506.27,4526.33,4401.41
02/10/2022,4504.08,--,4553.24,4588.92,4484.31
02/09/2022,4587.18,--,4547,4590.03,4547
02/08/2022,4521.54,--,4480.02,4531.32,4465.4
02/07/2022,4483.87,--,4505.75,4521.86,4471.47
02/04/2022,4500.53,--,4482.79,4539.66,4451.5
02/03/2022,4477.44,--,4535.41,4542.88,4470.39
02/02/2022,4589.38,--,4566.39,4595.31,4544.32
02/01/2022,4546.54,--,4519.57,4550.49,4483.53
01/31/2022,4515.55,--,4431.79,4516.89,4414.02
01/28/2022,4431.85,--,4336.19,4432.72,4292.46
01/27/2022,4326.51,--,4380.58,4428.74,4309.5
01/26/2022,4349.93,--,4408.43,4453.23,4304.8
01/25/2022,4356.45,--,4366.64,4411.01,4287.11
01/24/2022,4410.13,--,4356.32,4417.35,4222.62
01/21/2022,4397.94,--,4471.38,4494.52,4395.34
01/20/2022,4482.73,--,4547.35,4602.11,4477.95
01/19/2022,4532.76,--,4588.03,4611.55,4530.2
01/18/2022,4577.11,--,4632.24,4632.24,4568.7
01/14/2022,4662.85,--,4637.99,4665.13,4614.75
01/13/2022,4659.03,--,4733.56,4744.13,4650.29
01/12/2022,4726.35,--,4728.59,4748.83,4706.71
01/11/2022,4713.07,--,4669.14,4714.13,4638.27
01/10/2022,4670.29,--,4655.34,4673.02,4582.24
01/07/2022,4677.03,--,4697.66,4707.95,4662.74
01/06/2022,4696.05,--,4693.39,4725.01,4671.26
01/05/2022,4700.58,--,4787.99,4797.7,4699.44
01/04/2022,4793.54,--,4804.51,4818.62,4774.27
01/03/2022,4796.56,--,4778.14,4796.64,4758.17
12/31/2021,4766.18,--,4775.21,4786.83,4765.75
12/30/2021,4778.73,--,4794.23,4808.93,4775.33
12/29/2021,4793.06,--,4788.64,4804.06,4778.08
12/28/2021,4786.35,--,4795.49,4807.02,4780.04
12/27/2021,4791.19,--,4733.99,4791.49,4733.99
12/23/2021,4725.79,--,4703.96,4740.74,4703.96
12/22/2021,4696.56,--,4650.36,4697.67,4645.53
12/21/2021,4649.23,--,4594.96,4651.14,4583.16
12/20/2021,4568.02,--,4587.9,4587.9,4531.1
12/17/2021,4620.64,--,4652.5,4666.7,4600.22
12/16/2021,4668.67,--,4719.13,4731.99,4651.89
12/15/2021,4709.85,--,4636.46,4712.6,4611.22
12/14/2021,4634.09,--,4642.99,4660.47,4606.52
12/13/2021,4668.97,--,4710.3,4710.3,4667.6
12/10/2021,4712.02,--,4687.64,4713.57,4670.24
12/09/2021,4667.45,--,4691,4695.26,4665.98
12/08/2021,4701.21,--,4690.86,4705.06,4674.52
12/07/2021,4686.75,--,4631.97,4694.04,4631.97
12/06/2021,4591.67,--,4548.37,4612.6,4540.51
12/03/2021,4538.43,--,4589.49,4608.03,4495.12
12/02/2021,4577.1,--,4504.73,4595.46,4504.73
12/01/2021,4513.04,--,4602.82,4652.94,4510.27
11/30/2021,4567,--,4640.25,4646.02,4560
11/29/2021,4655.27,--,4628.75,4672.95,4625.26
11/26/2021,4594.62,--,4664.63,4664.63,4585.43
11/24/2021,4701.46,--,4675.78,4702.87,4659.89
11/23/2021,4690.7,--,4678.48,4699.39,4652.66
11/22/2021,4682.94,--,4712,4743.83,4682.17
11/19/2021,4697.96,--,4708.44,4717.75,4694.22
11/18/2021,4704.54,--,4700.72,4708.8,4672.78
11/17/2021,4688.67,--,4701.5,4701.5,4684.41
11/16/2021,4700.9,--,4679.42,4714.95,4679.42
11/15/2021,4682.8,--,4689.3,4697.42,4672.86
11/12/2021,4682.85,--,4655.24,4688.47,4650.77
11/11/2021,4649.27,--,4659.39,4664.55,4648.31
11/10/2021,4646.71,--,4670.26,4684.85,4630.86
11/09/2021,4685.25,--,4707.25,4708.53,4670.87
11/08/2021,4701.7,--,4701.48,4714.92,4694.39
11/05/2021,4697.53,--,4699.26,4718.5,4681.32
11/04/2021,4680.06,--,4662.93,4683,4662.59
11/03/2021,4660.57,--,4630.65,4663.46,4621.19
11/02/2021,4630.65,--,4613.34,4635.15,4613.34
11/01/2021,4613.67,--,4610.62,4620.34,4595.06
10/29/2021,4605.38,--,4572.87,4608.08,4567.59
10/28/2021,4596.42,--,4562.84,4597.55,4562.84
10/27/2021,4551.68,--,4580.22,4584.57,4551.66
10/26/2021,4574.79,--,4578.69,4598.53,4569.17
10/25/2021,4566.48,--,4553.69,4572.62,4537.36
10/22/2021,4544.9,--,4546.12,4559.67,4524
10/21/2021,4549.78,--,4532.24,4551.44,4526.89
10/20/2021,4536.19,--,4524.42,4540.87,4524.4
10/19/2021,4519.63,--,4497.34,4520.4,4496.41
10/18/2021,4486.46,--,4463.72,4488.75,4447.47
10/15/2021,4471.37,--,4447.69,4475.82,4447.69
10/14/2021,4438.26,--,4386.75,4439.73,4386.75
10/13/2021,4363.8,--,4358.01,4372.87,4329.92
10/12/2021,4350.65,--,4368.31,4374.89,4342.09
10/11/2021,4361.19,--,4385.44,4415.88,4360.59
10/08/2021,4391.34,--,4406.51,4412.02,4386.22
10/07/2021,4399.76,--,4383.73,4429.97,4383.73
10/06/2021,4363.55,--,4319.57,4365.57,4290.49
10/05/2021,4345.72,--,4309.87,4369.23,4309.87
10/04/2021,4300.46,--,4348.84,4355.51,4278.94
10/01/2021,4357.04,--,4317.16,4375.19,4288.52
09/30/2021,4307.54,--,4370.67,4382.55,4306.24
09/29/2021,4359.46,--,4362.41,4385.57,4355.08
09/28/2021,4352.63,--,4419.54,4419.54,4346.33
09/27/2021,4443.11,--,4442.12,4457.3,4436.19
09/24/2021,4455.48,--,4438.04,4463.12,4430.27
09/23/2021,4448.98,--,4406.75,4465.4,4406.75
09/22/2021,4395.64,--,4367.43,4416.75,4367.43
09/21/2021,4354.19,--,4374.45,4394.87,4347.96
09/20/2021,4357.73,--,4402.95,4402.95,4305.91
09/17/2021,4432.99,--,4469.74,4471.52,4427.76
09/16/2021,4473.75,--,4477.09,4485.87,4443.8
09/15/2021,4480.7,--,4447.49,4486.87,4438.37
09/14/2021,4443.05,--,4479.33,4485.68,4435.46
09/13/2021,4468.73,--,4474.81,4492.99,4445.7
09/10/2021,4458.58,--,4506.92,4520.47,4457.66
09/09/2021,4493.28,--,4513.02,4529.9,4492.07
09/08/2021,4514.07,--,4518.09,4521.79,4493.95
09/07/2021,4520.03,--,4535.38,4535.38,4513
09/03/2021,4535.43,--,4532.42,4541.45,4521.3
09/02/2021,4536.95,--,4534.48,4545.85,4524.66
09/01/2021,4524.09,--,4528.8,4537.11,4522.02
08/31/2021,4522.68,--,4529.75,4531.39,4515.8
08/30/2021,4528.79,--,4513.76,4537.36,4513.76
08/27/2021,4509.37,--,4474.1,4513.33,4474.1
08/26/2021,4470,--,4493.75,4495.9,4468.99
08/25/2021,4496.19,--,4490.45,4501.71,4485.66
08/24/2021,4486.23,--,4484.4,4492.81,4482.28
08/23/2021,4479.53,--,4450.29,4489.88,4450.29
08/20/2021,4441.67,--,4410.56,4444.35,4406.8
08/19/2021,4405.8,--,4382.44,4418.61,4367.73
08/18/2021,4400.27,--,4440.94,4454.32,4397.59
08/17/2021,4448.08,--,4462.12,4462.12,4417.83
08/16/2021,4479.71,--,4461.65,4480.26,4437.66
08/13/2021,4468,--,4464.84,4468.37,4460.82
08/12/2021,4460.83,--,4446.08,4461.77,4435.96
08/11/2021,4447.7,--,4442.18,4449.44,4436.42
08/10/2021,4436.75,--,4435.79,4445.21,4430.03
08/09/2021,4432.35,--,4437.77,4439.39,4424.74
08/06/2021,4436.52,--,4429.07,4440.82,4429.07
08/05/2021,4429.1,--,4408.86,4429.76,4408.86
08/04/2021,4402.66,--,4415.95,4416.17,4400.23
08/03/2021,4423.15,--,4392.74,4423.79,4373
08/02/2021,4387.16,--,4406.86,4422.18,4384.81
07/30/2021,4395.26,--,4395.12,4412.25,4389.65
07/29/2021,4419.15,--,4403.59,4429.97,4403.59
07/28/2021,4400.64,--,4402.95,4415.47,4387.01
07/27/2021,4401.46,--,4416.38,4416.38,4372.51
07/26/2021,4422.3,--,4409.58,4422.73,4405.45
07/23/2021,4411.79,--,4381.2,4415.18,4381.2
07/22/2021,4367.48,--,4361.27,4369.87,4350.06
07/21/2021,4358.69,--,4331.13,4359.7,4331.13
07/20/2021,4323.06,--,4265.11,4336.84,4262.05
07/19/2021,4258.49,--,4296.4,4296.4,4233.13
07/16/2021,4327.16,--,4367.43,4375.09,4322.53
07/15/2021,4360.03,--,4369.02,4369.02,4340.7
07/14/2021,4374.3,--,4380.11,4393.68,4362.36
07/13/2021,4369.21,--,4381.07,4392.37,4366.92
07/12/2021,4384.63,--,4372.41,4386.68,4364.03
07/09/2021,4369.55,--,4329.38,4371.6,4329.38
07/08/2021,4320.82,--,4321.07,4330.88,4289.37
07/07/2021,4358.13,--,4351.01,4361.88,4329.79
07/06/2021,4343.54,--,4356.46,4356.46,4314.37
07/02/2021,4352.34,--,4326.6,4355.43,4326.6
07/01/2021,4319.94,--,4300.73,4320.66,4300.73
06/30/2021,4297.5,--,4290.65,4302.43,4287.96
06/29/2021,4291.8,--,4293.21,4300.52,4287.04
06/28/2021,4290.61,--,4284.9,4292.14,4274.67
06/25/2021,4280.7,--,4274.45,4286.12,4271.16
06/24/2021,4266.49,--,4256.97,4271.28,4256.97
06/23/2021,4241.84,--,4249.27,4256.6,4241.43
06/22/2021,4246.44,--,4224.61,4255.84,4217.27
06/21/2021,4224.79,--,4173.4,4226.24,4173.4
06/18/2021,4166.45,--,4204.78,4204.78,4164.4
06/17/2021,4221.86,--,4220.37,4232.29,4196.05
06/16/2021,4223.7,--,4248.87,4251.89,4202.45
06/15/2021,4246.59,--,4255.28,4257.16,4238.35
06/14/2021,4255.15,--,4248.31,4255.59,4234.07
06/11/2021,4247.44,--,4242.9,4248.38,4232.25
06/10/2021,4239.18,--,4228.56,4249.74,4220.34
06/09/2021,4219.55,--,4232.99,4237.09,4218.74
06/08/2021,4227.26,--,4233.81,4236.74,4208.41
06/07/2021,4226.52,--,4229.34,4232.34,4215.66
06/04/2021,4229.89,--,4206.05,4233.45,4206.05
06/03/2021,4192.85,--,4191.43,4204.39,4167.93
06/02/2021,4208.12,--,4206.82,4217.37,4198.27
06/01/2021,4202.04,--,4216.52,4234.12,4197.59
05/28/2021,4204.11,--,4210.77,4218.36,4203.57
05/27/2021,4200.88,--,4201.94,4213.38,4197.78
05/26/2021,4195.99,--,4191.59,4202.61,4184.11
05/25/2021,4188.13,--,4205.94,4213.42,4182.52
05/24/2021,4197.05,--,4170.16,4209.52,4170.16
05/21/2021,4155.86,--,4168.61,4188.72,4151.72
05/20/2021,4159.12,--,4121.97,4172.8,4121.97
05/19/2021,4115.68,--,4098.45,4116.93,4061.41
05/18/2021,4127.83,--,4165.94,4169.15,4125.99
05/17/2021,4163.29,--,4169.92,4171.92,4142.69
05/14/2021,4173.85,--,4129.58,4183.13,4129.58
05/13/2021,4112.5,--,4074.99,4131.58,4074.99
05/12/2021,4063.04,--,4130.55,4134.73,4056.88
05/11/2021,4152.1,--,4150.34,4162.04,4111.53
05/10/2021,4188.43,--,4228.29,4236.39,4188.13
05/07/2021,4232.6,--,4210.34,4238.04,4201.64
05/06/2021,4201.62,--,4169.14,4202.7,4147.33
05/05/2021,4167.59,--,4177.06,4187.72,4160.94
05/04/2021,4164.66,--,4179.04,4179.04,4128.59
05/03/2021,4192.66,--,4191.98,4209.39,4188.03
04/30/2021,4181.17,--,4198.1,4198.1,4174.85
04/29/2021,4211.47,--,4206.14,4218.78,4176.81
04/28/2021,4183.18,--,4185.14,4201.53,4181.78
04/27/2021,4186.72,--,4188.25,4193.35,4176.22
04/26/2021,4187.62,--,4185.03,4194.19,4182.36
04/23/2021,4180.17,--,4138.78,4194.17,4138.78
04/22/2021,4134.98,--,4170.46,4179.57,4123.69
04/21/2021,4173.42,--,4128.42,4175.02,4126.35
04/20/2021,4134.94,--,4159.18,4159.18,4118.38
04/19/2021,4163.26,--,4179.8,4180.81,4150.47
04/16/2021,4185.47,--,4174.14,4191.31,4170.75
04/15/2021,4170.42,--,4139.76,4173.49,4139.76
04/14/2021,4124.66,--,4143.25,4151.69,4120.87
04/13/2021,4141.59,--,4130.1,4148,4124.43
04/12/2021,4127.99,--,4124.71,4131.76,4114.82
04/09/2021,4128.8,--,4096.11,4129.48,4095.51
04/08/2021,4097.17,--,4089.95,4098.19,4082.54
04/07/2021,4079.95,--,4074.29,4083.13,4068.31
04/06/2021,4073.94,--,4075.57,4086.23,4068.14
04/05/2021,4077.91,--,4034.44,4083.42,4034.44
04/01/2021,4019.87,--,3992.78,4020.63,3992.78
03/31/2021,3972.89,--,3967.25,3994.41,3966.98
03/30/2021,3958.55,--,3963.34,3968.01,3944.35
03/29/2021,3971.09,--,3969.31,3981.83,3943.25
03/26/2021,3974.54,--,3917.12,3978.19,3917.12
03/25/2021,3909.52,--,3879.34,3919.54,3853.5
03/24/2021,3889.14,--,3919.93,3942.08,3889.07
03/23/2021,3910.52,--,3937.6,3949.13,3901.57
03/22/2021,3940.59,--,3916.48,3955.31,3914.16
03/19/2021,3913.1,--,3913.14,3930.12,3886.75
03/18/2021,3915.46,--,3953.5,3969.62,3910.86
03/17/2021,3974.12,--,3949.57,3983.87,3935.74
03/16/2021,3962.71,--,3973.59,3981.04,3953.44
03/15/2021,3968.94,--,3942.96,3970.08,3923.54
03/12/2021,3943.34,--,3924.52,3944.99,3915.21
03/11/2021,3939.34,--,3915.54,3960.27,3915.54
03/10/2021,3898.81,--,3891.99,3917.35,3885.73
03/09/2021,3875.44,--,3851.93,3903.76,3851.93
03/08/2021,3821.35,--,3844.39,3881.06,3819.25
03/05/2021,3841.94,--,3793.58,3851.69,3730.19
03/04/2021,3768.47,--,3818.53,3843.67,3723.34
03/03/2021,3819.72,--,3863.99,3874.47,3818.86
03/02/2021,3870.29,--,3903.64,3906.41,3868.57
03/01/2021,3901.82,--,3842.51,3914.5,3842.51
02/26/2021,3811.15,--,3839.66,3861.08,3789.54
02/25/2021,3829.34,--,3915.8,3925.02,3814.04
02/24/2021,3925.43,--,3873.71,3928.65,3859.6
02/23/2021,3881.37,--,3857.07,3895.98,3805.59
02/22/2021,3876.5,--,3885.55,3902.92,3874.71
02/19/2021,3906.71,--,3921.16,3930.41,3903.07
02/18/2021,3913.97,--,3915.86,3921.98,3885.03
02/17/2021,3931.33,--,3918.5,3933.61,3900.43
02/16/2021,3932.59,--,3939.61,3950.43,3923.85
02/12/2021,3934.83,--,3911.65,3937.23,3905.78
02/11/2021,3916.38,--,3916.4,3925.99,3890.39
02/10/2021,3909.88,--,3920.78,3931.5,3884.94
02/09/2021,3911.23,--,3910.49,3918.35,3902.64
02/08/2021,3915.59,--,3892.59,3915.77,3892.59
02/05/2021,3886.83,--,3878.3,3894.56,3874.93
02/04/2021,3871.74,--,3836.66,3872.42,3836.66
02/03/2021,3830.17,--,3840.27,3847.51,3816.68
02/02/2021,3826.31,--,3791.84,3843.09,3791.84
02/01/2021,3773.86,--,3731.17,3784.32,3725.62
01/29/2021,3714.24,--,3778.05,3778.05,3694.12
01/28/2021,3787.38,--,3755.75,3830.5,3755.75
01/27/2021,3750.77,--,3836.83,3836.83,3732.48
01/26/2021,3849.62,--,3862.96,3870.9,3847.78
01/25/2021,3855.36,--,3851.68,3859.23,3797.16
01/22/2021,3841.47,--,3844.24,3852.31,3830.41
01/21/2021,3853.07,--,3857.46,3861.45,3845.05
01/20/2021,3851.85,--,3816.22,3859.75,3816.22
01/19/2021,3798.91,--,3781.88,3804.53,3780.37
01/15/2021,3768.25,--,3788.73,3788.73,3749.62
01/14/2021,3795.54,--,3814.98,3823.6,3792.86
01/13/2021,3809.84,--,3802.23,3820.96,3791.5
01/12/2021,3801.19,--,3801.62,3810.78,3776.51
01/11/2021,3799.61,--,3803.14,3817.86,3789.02
01/08/2021,3824.68,--,3815.05,3826.69,3783.6
01/07/2021,3803.79,--,3764.71,3811.55,3764.71
01/06/2021,3748.14,--,3712.2,3783.04,3705.34
01/05/2021,3726.86,--,3698.02,3737.83,3695.07
01/04/2021,3700.65,--,3764.61,3769.99,3662.71
12/31/2020,3756.07,--,3733.27,3760.2,3726.88
12/30/2020,3732.04,--,3736.19,3744.63,3730.21
12/29/2020,3727.04,--,3750.01,3756.12,3723.31
12/28/2020,3735.36,--,3723.03,3740.51,3723.03
12/24/2020,3703.06,--,3694.03,3703.82,3689.32
12/23/2020,3690.01,--,3693.42,3711.24,3689.28
12/22/2020,3687.26,--,3698.08,3698.26,3676.16
12/21/2020,3694.92,--,3684.28,3702.9,3636.48
12/18/2020,3709.41,--,3722.39,3726.7,3685.84
12/17/2020,3722.48,--,3713.65,3725.12,3710.87
12/16/2020,3701.17,--,3696.25,3711.27,3688.57
12/15/2020,3694.62,--,3666.41,3695.29,3659.62
12/14/2020,3647.49,--,3675.27,3697.61,3645.84
12/11/2020,3663.46,--,3656.08,3665.91,3633.4
12/10/2020,3668.1,--,3659.13,3678.49,3645.18
12/09/2020,3672.82,--,3705.98,3712.39,3660.54
12/08/2020,3702.25,--,3683.05,3708.45,3678.83
12/07/2020,3691.96,--,3694.73,3697.41,3678.88
12/04/2020,3699.12,--,3670.94,3699.2,3670.94
12/03/2020,3666.72,--,3668.28,3682.73,3657.17
12/02/2020,3669.01,--,3653.78,3670.96,3644.84
12/01/2020,3662.45,--,3645.87,3678.45,3645.87
11/30/2020,3621.63,--,3634.18,3634.18,3594.39
11/27/2020,3638.35,--,3638.55,3644.31,3629.33
11/25/2020,3629.65,--,3635.5,3635.5,3617.76
11/24/2020,3635.41,--,3594.52,3642.31,3594.52
11/23/2020,3577.59,--,3566.82,3589.81,3552.77
11/20/2020,3557.54,--,3579.31,3581.23,3556.85
11/19/2020,3581.87,--,3559.41,3585.22,3543.84
11/18/2020,3567.79,--,3612.09,3619.09,3567.33
11/17/2020,3609.53,--,3610.31,3623.11,3588.68
11/16/2020,3626.91,--,3600.16,3628.51,3600.16
11/13/2020,3585.15,--,3552.57,3593.66,3552.57
11/12/2020,3537.01,--,3562.67,3569.02,3518.58
11/11/2020,3572.66,--,3563.22,3581.16,3557
11/10/2020,3545.53,--,3543.26,3557.22,3511.91
11/09/2020,3550.5,--,3583.04,3645.99,3547.48
11/06/2020,3509.44,--,3508.34,3521.58,3484.34
11/05/2020,3510.45,--,3485.74,3529.05,3485.74
11/04/2020,3443.44,--,3406.46,3486.25,3405.17
11/03/2020,3369.02,--,3336.25,3389.49,3336.25
11/02/2020,3310.24,--,3296.2,3330.14,3279.74
10/30/2020,3269.96,--,3293.59,3304.93,3233.94
10/29/2020,3310.11,--,3277.17,3341.05,3259.82
10/28/2020,3271.03,--,3342.48,3342.48,3268.89
10/27/2020,3390.68,--,3403.15,3409.51,3388.71
10/26/2020,3400.97,--,3441.42,3441.42,3364.86
10/23/2020,3465.39,--,3464.9,3466.46,3440.45
10/22/2020,3453.49,--,3438.5,3460.53,3415.34
10/21/2020,3435.56,--,3439.91,3464.86,3433.06
10/20/2020,3443.12,--,3439.38,3476.93,3435.65
10/19/2020,3426.92,--,3493.66,3502.42,3419.93
10/16/2020,3483.81,--,3493.5,3515.76,3480.45
10/15/2020,3483.34,--,3453.72,3489.08,3440.89
10/14/2020,3488.67,--,3515.47,3527.94,3480.55
10/13/2020,3511.93,--,3534.01,3534.01,3500.86
10/12/2020,3534.22,--,3500.02,3549.85,3499.61
10/09/2020,3477.13,--,3459.67,3482.34,3458.07
10/08/2020,3446.83,--,3434.28,3447.28,3428.15
10/07/2020,3419.45,--,3384.56,3426.26,3384.56
10/06/2020,3360.95,--,3408.74,3431.56,3354.54
10/05/2020,3408.63,--,3367.27,3409.57,3367.27
10/02/2020,3348.44,--,3338.94,3369.1,3323.69
10/01/2020,3380.8,--,3385.87,3397.18,3361.39
09/30/2020,3363,--,3341.21,3393.56,3340.47
09/29/2020,3335.47,--,3350.92,3357.92,3327.54
09/28/2020,3351.6,--,3333.9,3360.74,3332.91
09/25/2020,3298.46,--,3236.66,3306.88,3228.44
09/24/2020,3246.59,--,3226.14,3278.7,3209.45
09/23/2020,3236.92,--,3320.11,3323.35,3232.57
